pt,max_up,min_up,max_do,min_do,max_st,min_st,max_sea,min_sea,ctr_up,ctr_do,ctr_st,ctr_sea
0.7612244897959184,4.423372179902325e-05,3.832522212018338e-08,-1.400285102009961e-07,-0.00017686059792564951,-3.886262393915687e-08,-3.2683476178232816e-05,-2.4575776492875458e-08,-2.684512815727726e-05,3.7932299829592526e-06,-1.4738587702912998e-05,-3.1525744320547765e-06,-2.2410524815797774e-06
0.7795918367346939,3.2045967421385434e-05,1.8315137824177923e-08,-6.691784996322096e-08,-0.0001281300493999414,-1.8571955341127943e-08,-2.3639856152617695e-05,-1.1744452052794843e-08,-1.9300102406524848e-05,2.348405264946679e-06,-9.124724078131667e-06,-1.9517726126898154e-06,-1.387445388338402e-06
0.7979591836734694,2.3012723429880358e-05,8.590184317888903e-09,-3.1385877128484275e-08,-9.201224450880635e-05,-8.710637127354029e-09,-1.694803594793567e-05,-5.5083946850203246e-09,-1.3751471776172749e-05,1.4357682537717211e-06,-5.5786747506314e-06,-1.193274941812376e-06,-8.482565050217109e-07
0.8163265306122449,1.6381299551761225e-05,3.954326550131087e-09,-1.4447886405633995e-08,-6.549768628303938e-05,-4.009774690110333e-09,-1.2043781233993473e-05,-2.5356838160289802e-09,-9.710579830650336e-06,8.66870160714482e-07,-3.368222319270307e-06,-7.20460588168099e-07,-5.121496807744493e-07
0.8346938775510204,1.155911626058689e-05,1.7866133673566356e-09,-6.527732764381891e-09,-4.621705183723967e-05,-1.811665518924315e-09,-8.483704211616293e-06,-1.1456531330112532e-09,-6.7960693207892125e-06,5.168831935514539e-07,-2.0083486407477587e-06,-4.2958448279423465e-07,-3.053762542211271e-07
0.8530612244897959,8.085491632545888e-06,7.922936986246772e-10,-2.8947961713605774e-09,-3.232838717827444e-05,-8.034033556924677e-10,-5.92375284996581e-06,-5.080527072499203e-10,-4.714076951510121e-06,3.0437500996612814e-07,-1.1826485077662076e-06,-2.529677553131218e-07,-1.7982573544968956e-07
0.8714285714285714,5.606640564633511e-06,3.448643973293453e-10,-1.2600278643645745e-09,-2.2417146066085265e-05,-3.497001358892632e-10,-4.10020959834101e-06,-2.2114184550682085e-10,-3.240938036264036e-06,1.7701609697096404e-07,-6.877956996423782e-07,-1.471190578688371e-07,-1.0458167977646899e-07
0.889795918367347,3.854090265511794e-06,1.4734162646861824e-10,-5.383407402126114e-10,-1.540988822769358e-05,-1.4940767210891338e-10,-2.813334044307996e-06,-9.448177152983917e-11,-2.2084541248113243e-06,1.0167451671359729e-07,-3.950561364501227e-07,-8.450225354718654e-08,-6.006963169068662e-08
0.9081632653061225,2.6264662206813034e-06,6.179102259947152e-11,-2.257652887507565e-10,-1.050145380783838e-05,-6.265746527362111e-11,-1.9135972942307584e-06,-3.9623054392451945e-11,-1.4916176633046829e-06,5.767863145183706e-08,-2.241102100468208e-07,-4.793702981571242e-08,-3.407672108729438e-08
0.926530612244898,1.7744343691519752e-06,2.5436393978044647e-11,-9.293671782153623e-11,-7.094757364843102e-06,-2.5793066780854803e-11,-1.2903312350359888e-06,-1.6310906985192378e-11,-9.985861681335543e-07,3.2316823399960955e-08,-1.2556695431060872e-07,-2.6858690781639548e-08,-1.9092883269038502e-08
0.9448979591836735,1.1884836770095684e-06,1.027833852034394e-11,-3.755387055114571e-11,-4.751938683699645e-06,-1.0422462872696987e-11,-8.625420252206587e-07,-6.59091157781074e-12,-6.626427403010855e-07,1.7883818186269528e-08,-6.948754069365779e-08,-1.486334027064849e-08,-1.0565817339446938e-08
0.963265306122449,7.891839326003846e-07,4.076937730137797e-12,-1.4895869741946715e-11,-3.1554103185615636e-06,-4.134105141852912e-12,-5.716027148939684e-07,-2.614307364404601e-12,-4.3585876629935787e-07,9.774988689142053e-09,-3.798069949281278e-08,-8.124047198154005e-09,-5.7750947761216665e-09
0.9816326530612246,5.1954262133671e-07,1.5874323510451178e-12,-5.799986924137074e-12,-2.077297928375967e-06,-1.6096915575351372e-12,-3.755341763056664e-07,-1.0179297209160693e-12,-2.841782068395505e-07,5.277192277323278e-09,-2.0504520304299147e-08,-4.385903707728074e-09,-3.1177821808849734e-09
1.0,3.3910009932288965e-07,6.067533999587739e-13,-2.216889295231819e-12,-1.355830888374799e-06,-6.152613840686552e-13,-2.4459730778477675e-07,-3.890763084664869e-13,-1.8468943526299013e-07,2.8140127824108293e-09,-1.0933841179417294e-08,-2.338741597308259e-09,-1.6625278081080558e-09
