,NUP,NDO,NST,NSEA,AST,BUP,BSEA,PP,MSS,chi
5020,0.09735758264459964,-0.09668461527241157,-0.1269806818709695,-0.058228382659004485,2.273814596767857,2.93233829756891,1.568221564298856,1.86322700242927,0.2321601813243785,120.8291192993937
5023,0.1012217225531752,-0.1233577654421824,-0.08478718342513174,-0.056394819416487586,1.608860913614199,3.710015574317788,2.5021631652098466,2.2194243093870134,0.2594096473039501,111.58917091565577
5025,0.1237973831518317,-0.1163161444772054,-0.05918059709093813,-0.07965798337838728,1.294277381146417,3.80028259647193,3.081817089576321,3.638383707912325,0.4554428261970912,118.66633951580259
5027,0.09424416285362304,-0.1198392341185482,-0.1113691955119535,-0.05149718406375425,2.07686842866557,3.039946984868167,1.761764125477565,3.234865983557713,0.38064075023114,110.72978313867635
5028,0.1186704584640974,-0.1151402325445162,-0.1103232056368592,-0.06436836011461318,2.078717738705631,4.040441157504488,2.512525148106246,3.4998654694176072,0.4192358550965845,107.75518464993374
5029,0.1256880737862105,-0.1066746191361398,-0.09857219266682504,-0.07839540031488385,1.892308869285792,3.565057789746016,2.392455613008312,3.313193687634371,0.4061424133993123,117.1883287081969
5030,0.07074811150807334,-0.1210740317779274,-0.08219699936372632,-0.03531778890137691,1.777449316155033,2.616518615540431,1.318983077432311,3.3750480438237704,0.3799564330286145,118.81992352254014
5031,0.08154981017421413,-0.1038758973556241,-0.1442454277693082,-0.046791647372390464,2.4695421750015765,3.2473385328557884,1.9863955712235424,3.267810962230962,0.3604643641380982,110.66444452383611
5032,0.1700046118177603,-0.1087948026749507,-0.13171958485663401,-0.09394285891670598,2.38182279179624,5.727058131899541,4.156606392072108,3.854081059912204,0.4721468324937193,122.4313235038565
5035,0.08297382906750997,-0.1050817860175952,-0.1031482918012967,-0.03692523137501337,1.978419250900589,3.357093579238695,1.6788828235575617,3.6130367565272414,0.3813530198336005,122.44250186346923
5036,0.1253942495271735,-0.1164439459886725,-0.127136702643717,-0.0710595712424778,2.248861107395703,4.378757736958553,3.2386969265397765,2.809843747209323,0.3382557077448521,109.97979110339159
5037,0.09698892442916414,-0.1073299589631175,-0.1245429810774582,-0.051345663736799066,2.123654019885395,3.939907535438293,2.6229135730373683,3.150530035890234,0.3342039689028429,110.58291415437643
5038,0.11468822204270501,-0.1088480870981573,-0.08522184095290714,-0.06381578840751342,1.7569986469657648,4.068341965732303,2.6352849330867527,3.524802636774788,0.3941313863227767,110.20782115808916
5039,0.1083706792426965,-0.09323133405219064,-0.1356407475065354,-0.06814993046368953,2.327801069991819,3.397121400464973,2.361148372807519,4.519677123606175,0.5121576689328203,114.0630843572916
5041,0.08710484337811221,-0.0952969665511755,-0.1222719579750211,-0.05080360650991141,2.260217637952904,3.294100075414707,1.954786330674601,3.51448917893348,0.3948747650734771,110.41555060716955
5043,0.1396970983200111,-0.1140895000531813,-0.1235476511978561,-0.0955658806560394,2.003610212770636,4.168133832090074,3.792266865887147,2.604194207711428,0.3544425555465973,120.59132415949968
5046,0.08408867997661,-0.08658744460761407,-0.1290894929678258,-0.046510878587119865,2.378764969532794,3.499680314994424,1.866921204747068,4.046594378792717,0.4224447126740543,115.25592542377257
5047,0.1282595395451998,-0.0939862518984917,-0.1716995450253199,-0.07588224857924518,2.883238583341696,3.817515094864714,2.25936418635135,3.744260641698784,0.4475291981264906,115.62816601795693
5049,0.07259967706665219,-0.1020508111790758,-0.130791110258399,-0.04310726085659082,2.3874317285805997,2.411786963693128,1.0831338575503158,3.26539432921107,0.3769532548611022,114.55479640422242
5050,0.1198366552662312,-0.09668011311544578,-0.1109485960940161,-0.059789002749573876,2.2453787136887966,4.255787642349828,2.241960270655071,4.528307131065594,0.5028051753150817,115.83222962076613
5051,0.1252818349023349,-0.1136881581801131,-0.08819234886672507,-0.07706651539503256,1.758951421159955,4.271233117756978,3.5089036506279982,4.192062971560155,0.5012169177080825,118.10214410271072
5052,0.1383823274043993,-0.1092239753498867,-0.1063962967824945,-0.08695207674759146,1.85310907060091,4.728711536607036,3.707958994492012,2.612919255572901,0.3269788852420739,110.33738840967928
5053,0.09754664341153832,-0.1017565296627194,-0.14480113376102802,-0.06160858059830534,2.522405148360032,3.113789977936333,1.9510496495257,2.860901760851533,0.349402833263583,109.49021241218243
5054,0.08906708516945795,-0.1144423223022057,-0.1269834196369187,-0.057585813463178176,2.287832118179267,3.27319226109614,2.4071587255790208,4.093242892602269,0.4802296177577868,115.547683707722
5056,0.1321823408871263,-0.1034546691770556,-0.1212488286299149,-0.06429472625925521,2.179019768672583,4.628610394729301,2.6103833452401366,3.014219994886339,0.3452031145238992,108.29404438493626
5058,0.1024705326207026,-0.1254383688228645,-0.137162344468169,-0.07203508104057603,2.3079480015426843,2.825415253490892,2.466312433782354,2.384074808666584,0.3156371820226961,109.98623240090843
5059,0.1122480886914179,-0.1253787434752412,-0.09762961364236868,-0.0799470921800521,2.0058314085228983,3.4782839576261337,3.3593993986981787,2.297363321600031,0.2934791921845856,119.81706468386534
5061,0.1196589365936746,-0.1129441230086816,-0.1312402136129139,-0.07370112167165255,2.350554334227579,4.406358697878608,3.151306686134391,3.3262521587404787,0.4186253142355826,117.75469956413241
5063,0.06936558409801599,-0.1224015019470334,-0.1136818420869908,-0.05536612319946116,2.0200541721583503,2.210063394583357,2.262794249029131,2.327088476723924,0.2823066408963028,117.55471107579932
5064,0.1118398851068015,-0.1035849561187989,-0.1273430003670261,-0.06278498212223367,2.11271502798108,3.864571287945153,2.2527473107741347,2.102269450071417,0.2777229154464736,118.3387258597118
5065,0.07279456114756194,-0.1178808486314218,-0.1313089540023285,-0.045044787138293636,2.3085027765849047,2.545626295405933,1.8856772777469668,3.117051656597464,0.3300766587714347,113.07920461198299
5068,0.1302856040282691,-0.1070032762784918,-0.1336806638457049,-0.06737845155087538,2.299508913709315,4.456092175413283,2.581024530917845,3.1904667825443767,0.3781497241940172,108.64093040032525
5069,0.09266583349526383,-0.1040831681846993,-0.134297189349078,-0.04845819433259654,2.414908752205949,3.6853069640636913,2.131599127456393,2.616945419711058,0.2626780043113373,111.03386980790519
5070,0.1302478240352727,-0.1238322117508267,-0.1659307613925674,-0.07575566416181212,2.571023626601427,4.091469742309892,2.921665863293463,2.76181663151322,0.3612667250293411,111.50224512587849
5071,0.0848925294809634,-0.1077943306232581,-0.1219635878556587,-0.0484412442126473,2.321561958428398,3.0041577920984173,1.8363100201586409,3.2592705648772,0.3664026302344857,108.2112879723665
5072,0.08636116469236173,-0.1234604019741789,-0.1358294303729507,-0.05667110096323415,2.313815556100275,2.731027776965038,2.090649701979326,3.0315312204363667,0.3677866980838568,110.74651925623628
5073,0.09035265107748523,-0.1181592474350496,-0.106799488999745,-0.0500682947763188,1.931353445692801,3.0001276098809906,1.9733018299824283,2.2094818713407838,0.2730698028009323,114.8467589582533
5074,0.1242222820879891,-0.1068431124095047,-0.1273150781907336,-0.07316896858053358,2.195730454320973,4.090114536548522,2.737728131976925,4.2552284341849145,0.5224138130324224,114.12052188638172
5075,0.1430085744966492,-0.1126320357311635,-0.1178386896696795,-0.07384912395398921,2.156493713054373,4.851944493548056,3.182568417563197,3.3252488686375,0.3851242827493154,108.56001224468908
5076,0.1315045107135114,-0.1158423457873976,-0.1249763373494977,-0.09199541486612713,2.254644356761376,4.050115503440543,3.711518252812886,3.8021753878339983,0.4688559018761054,112.98643970864764
5077,0.09595296230763647,-0.09444921830517836,-0.1158117872971019,-0.06265265124118792,2.166330599746127,3.514405328808052,2.477095769917003,4.401747859295532,0.4862935674093885,111.62752795900543
5078,0.1223473110634671,-0.09983301095472001,-0.07498025087515252,-0.07179761476235591,1.567125196747402,4.338395796401592,3.1712623753312315,2.681351292535898,0.3118650009148555,116.85860185254276
5079,0.07418705172539572,-0.1045617877739825,-0.1171462744293813,-0.0374197062762345,2.0208487557417723,3.14503059294015,1.940954073285598,2.869165817779919,0.2893003188082968,115.44387080927366
5081,0.1156726453776357,-0.1013419421362273,-0.1524170220815201,-0.06265646148252298,2.5658950102508618,3.415854112902114,1.599688570614116,1.86425826035108,0.2399511514817143,119.6076539965082
5082,0.09179763746242887,-0.09826526290961668,-0.1351241792181125,-0.06448604266316635,2.503043597070686,3.0763026192083363,2.36280471058175,4.671721300464227,0.5238672041226814,116.87464744158484
5083,0.127958645878983,-0.1168308463645022,-0.1429969064496833,-0.07513949971415768,2.479309862713573,4.087606112478332,2.840404140463346,2.7244543621532897,0.3591012751989303,111.22078011702172
5085,0.1376804614312366,-0.09677794223003597,-0.1524024465539471,-0.08280150399792154,2.573995706247685,4.400353849853975,2.653820046407429,2.843830113197282,0.3642806661284284,117.6699701754834
5086,0.08517427739659844,-0.09072559291448493,-0.1291129969972392,-0.04325404047313143,2.142269924037826,3.355089031645498,1.809605903384152,3.046733640955113,0.3108146185410066,116.12105778994362
5087,0.13349980889593302,-0.1277054203388747,-0.1201513418359039,-0.06780442242136027,2.225288257942784,4.200019979850336,2.204147751349796,2.569244857663275,0.3536626899004019,119.81216496170364
5089,0.07510344554520104,-0.1004366325934506,-0.1054781397815162,-0.03403853646176862,2.032284545849712,3.249506706598603,1.530970618724068,3.333148400840323,0.3364456429084633,115.82588026280119
5092,0.1194557647071921,-0.1123003228088586,-0.1111210212706327,-0.06161883924423524,1.987534535877497,4.840001395600884,3.439273146253037,3.613138347866237,0.3930951924126265,114.14070596762991
5093,0.095300212151194,-0.09858141715678087,-0.1400480613172759,-0.061148480110868576,2.548293939476748,3.3952671265669703,2.4126165223650267,4.2270943879951135,0.458066137921773,110.78334469251202
5094,0.1171548967525955,-0.1208344951181848,-0.1068207704072445,-0.07145735985624033,2.01983285553529,3.819657388591244,2.965291397869159,3.651928485602932,0.4318569353974656,106.80977475564815
5095,0.1291501648728191,-0.1182089135076078,-0.1177871952681578,-0.07905920306041837,2.044283034786579,3.961510374798012,2.990226153023841,4.054973342082944,0.4833378095748767,107.91608797058224
5096,0.1145538928674781,-0.125150242195018,-0.0991543472304168,-0.06287503716364934,2.01110748380461,3.5681768422405584,2.139377422247999,2.953108091022332,0.3883230844423258,112.85214979709562
5097,0.1082249034311235,-0.08503664596863936,-0.1475871243283666,-0.06053056197343696,2.6543847543896706,3.9105128040675736,2.14961013244142,2.94673912462732,0.3079768793510455,119.07582259707905
5099,0.09642348217798903,-0.1216462302696697,-0.1305141315752542,-0.05736828407622184,2.282359162706043,4.065496458765297,3.2231527792438106,2.030424318117027,0.2109321835621849,119.48069587758238
5100,0.1407717329515679,-0.1188136209656452,-0.13311363748279198,-0.09666841422425926,2.321799813267444,3.783041431035058,3.143525328631304,2.707528479165389,0.4015057805641783,119.90714997925305
5101,0.1254573071371236,-0.1109712335770012,-0.1213827633951046,-0.08289468634177563,2.125740566998756,4.532491161217488,4.056989348505885,4.021894447718916,0.4663608203794165,117.83107575266588
5103,0.0854513122068802,-0.0988733277740936,-0.1387873827049586,-0.05555035466044733,2.190628089327855,3.028264292309245,2.190706272728586,2.273517315438006,0.2538228967951409,112.58640920911543
5104,0.1096256793839563,-0.0868078707780312,-0.1653970547061641,-0.05041028104312942,2.8416915844396446,4.191363554415515,1.8463011743590487,3.884341840998218,0.4028332412696854,115.81740560488164
5105,0.129357003095462,-0.1020763856141695,-0.09321970026129893,-0.07532533395359332,2.014196702102526,3.815941300560081,2.185070704751598,3.998558024673278,0.4988344690276675,118.00538032427653
5107,0.1092202945140551,-0.09121975763536676,-0.1434695747603439,-0.06011072954748203,2.32138895152581,4.25233369615413,2.618812155980076,2.025596483566964,0.23009159163615198,119.84221876953258
5109,0.0997323155711069,-0.08752838700604341,-0.1155396128133548,-0.04592061037409185,2.024383790026608,3.944215689541373,1.96266659656589,2.4593560259080456,0.2369224392773124,119.80497367044924
5112,0.1426447599144245,-0.1121049986089495,-0.1298117110211641,-0.09601824630208096,2.242886274871007,3.6846801258792743,2.948870633397563,3.799137117258168,0.5215831186017088,116.38368474319431
5117,0.111487417335379,-0.0953500258763794,-0.1600231645105896,-0.07135929613230313,2.6743914886776707,3.589503056096235,2.471417895475435,3.6136152682862366,0.4414752763394944,114.95415255364357
5118,0.09199926767570946,-0.12018775615834501,-0.1201367032551531,-0.06186500863020272,2.189487850026741,3.091886675523672,2.647145962583198,3.8782071811108665,0.4380389947073194,108.26543638832476
5119,0.1106622624491402,-0.1065876342575642,-0.1213544200163371,-0.06508271325070325,2.111913366954072,4.010974333874545,2.676849745159988,2.5373114323933605,0.3118944971742195,108.41391784874224
5120,0.08661471423672241,-0.09967470886167064,-0.09739711971071464,-0.0602297912439051,1.88731687566423,3.2765211531412284,2.728195376517877,4.916584380935146,0.5292915866447023,117.73519445805043
5121,0.06894807143826381,-0.0972877186381535,-0.1358038466815139,-0.04638897397601697,2.375778379862966,2.965884256493587,2.0448499599606307,3.1905414006352686,0.33390850007648804,117.0358828240568
5123,0.07608072474629013,-0.09525091097957546,-0.09104809402538322,-0.04488734755642318,1.913880945237566,2.646933229812229,1.411125650123975,2.6959661207001413,0.3013747826586993,110.79684434170449
5125,0.1307591378691938,-0.09691619443811364,-0.1073462694053975,-0.08126574742818836,2.013437403628842,4.403365292037607,3.0672401134762763,3.677294780396444,0.4528133542988668,112.15666199352594
5128,0.1097366323892685,-0.1110254744145897,-0.1120004920111011,-0.05797758370348916,1.952652320377718,4.140157624722891,2.3406995750433777,2.05689307283397,0.2570148945975506,114.54651364355884
5129,0.1146980521216792,-0.1107471810708262,-0.1022183764075,-0.06473674244272741,2.037410273790767,3.842785632224141,2.642014140914462,3.7385206855111086,0.43224586691446504,108.30190017464676
5131,0.1271124221358338,-0.1196054604833525,-0.1115702202049478,-0.08066952344350119,2.041361909425072,3.928532850249636,3.115021215064532,4.757872564801172,0.5785003806265189,113.25040249991869
5132,0.0780144421700209,-0.09195997834154818,-0.1138025941626342,-0.04660227710284474,2.152020596193681,2.887714984277883,1.677551885247452,2.1901348354289443,0.2088735534494951,116.65046234033142
5133,0.1185673494549206,-0.110945629067188,-0.1443345862962124,-0.07175888368989425,2.501150305615432,4.242084718995306,3.010205240859605,3.5205116200347613,0.3985247286625134,111.02209817383834
5136,0.1017372404682537,-0.1125262322190148,-0.1072340441732107,-0.06196521501105697,2.041110404110802,3.239439477259573,2.3141762116542077,3.1490189912254984,0.3781823790658321,106.53731821394501
5137,0.1148306362888866,-0.1055248546680425,-0.1158731096681027,-0.07375652430393284,2.3172495527728185,2.998771628706547,1.9395017764007256,3.8405877212985953,0.4773003986175397,117.43975475505856
5138,0.08135292168406498,-0.1032464676453162,-0.1087156355857108,-0.05557585650249552,1.9689565118793544,2.698223479868726,1.846772333759336,2.9724551096776084,0.3514394225295748,112.31592704896327
5139,0.08542228255854445,-0.1049544336259157,-0.1172534801476605,-0.05574654586733638,2.194878170304745,3.052632347375841,2.383977316722129,3.371091068863811,0.3633669585399731,107.92816222003731
5140,0.1200471331663038,-0.10491361225361301,-0.1163405748372127,-0.06556312561058593,2.1628116216844644,3.86976802641978,2.262272933741186,3.2511761130147128,0.3933258025062462,107.19029283626337
5141,0.1082705676974712,-0.09395584310803852,-0.0923329596456192,-0.05276553910534534,1.864825811423592,4.347061165576356,2.3388270724068656,2.210234434109696,0.2295082526437187,112.49922333318108
5143,0.1115847831028771,-0.1047777178316518,-0.1155611180497976,-0.05623427671301984,2.0409869326886247,4.182283413660235,2.5163229064581145,3.732056295360368,0.4150859086135509,110.56272758388585
5146,0.1224282918006369,-0.1088499811231548,-0.1167366890224727,-0.06344666749942514,2.162746749603238,3.848688458435814,2.103623515242809,3.155325215056361,0.376868828433999,110.13925507700951
5148,0.1400936298489438,-0.1155434406606983,-0.1692951016678709,-0.08036570249547012,2.654255020464668,4.576162238320181,3.176532785962632,2.596631248338673,0.3462300824728134,115.8231556071413
5152,0.1241825500802443,-0.1101622587011475,-0.1194540840281397,-0.0658163700898795,2.136308814993512,4.1106425639292965,2.575019314743397,1.8951266123514816,0.2338236128670649,117.71580102516023
5154,0.08439256266227085,-0.09299849823308524,-0.1314541432096592,-0.04233316787297624,2.38235092430682,3.2587303522344917,1.6186848899564918,3.4998305928706515,0.3615949358863868,112.89766694744809
5159,0.1323726929913343,-0.1073606631087136,-0.1304028011314883,-0.08144122063501127,2.2816658441363185,4.3173732491058345,3.295027144026182,3.51955571841236,0.4230491932370242,108.0520783691526
5161,0.07196383107636158,-0.1043312658926938,-0.1184120349628651,-0.0383684755627678,2.1604837013191607,2.858155845026765,1.4286295180611932,1.94912875202887,0.2177468652599126,122.46729992139385
5163,0.1375950978902047,-0.1115634662640739,-0.1583761176928818,-0.07857839045165271,2.7624358066838504,4.432988866632153,2.972945022599166,4.911445707360929,0.5703601315765606,117.08780113047631
5168,0.09860710919785898,-0.11700269877065599,-0.08153626225884489,-0.05172032311614175,1.6543032630458532,3.1573983849141003,1.890566308028736,2.726480280168377,0.32719652984384495,113.2390951570296
5169,0.1142262086919671,-0.1240873476474154,-0.12366964119672999,-0.08503548906317017,2.1804603154953632,3.5793474989883847,3.594535984217012,3.8875711014757486,0.4790874108955168,113.3298637415624
5174,0.09441530807859452,-0.1000228907793029,-0.08732125639395352,-0.051442261469954835,2.005310887716614,3.685605793921944,2.354343134201127,4.367683101875762,0.4571240798720543,122.26466061057405
5176,0.137036722732412,-0.119693408636635,-0.1057739781390905,-0.08164959812120433,2.118460083845816,4.131520955309387,3.0478221688953133,2.2346829507302703,0.3024874564699256,117.9582399345125
5177,0.08418385161286847,-0.1034924552694135,-0.1221847646986484,-0.038338406969504864,2.410447795123109,3.311808473349977,1.5488065048225432,2.678528867193918,0.2722023978073247,117.29005000588884
5178,0.08548390299950133,-0.09186123177811503,-0.1296384189288445,-0.051577714104962084,2.1928852530043508,3.175485715541293,1.905744876267625,3.2316902879995664,0.3463556435201814,109.81112967416632
5180,0.07151268287159733,-0.1032768881232322,-0.1279804214375839,-0.0407519891348778,2.422808143430136,2.507196713515574,1.214865224924285,2.419589321309251,0.2767485888114552,113.8873401995327
5182,0.09541894096995512,-0.1153046444866991,-0.1224098240969306,-0.0599317451675441,2.285220657058736,3.139436837784302,2.061055002886792,4.030917737077341,0.4797961612729128,111.29749625154965
5183,0.1039902503295477,-0.1025083873819641,-0.1052450639956036,-0.047570719865509765,2.044565248155827,4.18948335041688,2.183113403680024,2.260752205095771,0.2441298524332804,112.31152750662918
5184,0.12423812349049,-0.1040982210445474,-0.1271356707957225,-0.07144699517341822,2.38094447163325,3.750085935616679,2.3303598506694256,2.8419594100522434,0.3484334961501017,110.39986185719842
5188,0.08536309485714906,-0.07712028169945685,-0.1499596755340375,-0.04659745656080007,2.659975044868917,3.7403594809523217,1.71895022171322,2.397886063918646,0.2458445598886483,120.69131764975019
5191,0.1057441982543514,-0.09867130593901986,-0.1397816298004285,-0.06904012811632929,2.422332029893977,3.9649227650995,3.012589955832067,3.887098816825051,0.4481789890456103,115.93627872323655
5192,0.09989845614061532,-0.1119841566582587,-0.1069739096490069,-0.05948702769024038,2.096498896149624,3.0969972812802617,1.951135382316676,2.9496278622925227,0.3399706366286281,113.13898905993408
5194,0.0831802328064541,-0.1042079406471475,-0.1266234266341376,-0.04955859746604832,2.1416561702619408,3.0253354033406112,1.7458885670396889,2.0045143114295443,0.2408326639680639,114.45105468036915
5195,0.1278124781237848,-0.1035041667716666,-0.1409697845857351,-0.07153525020515544,2.37094325392502,4.219271613173712,2.616083903720662,2.091123417428374,0.248774338001697,108.83176813820835
5196,0.1199620195229078,-0.1146462847752268,-0.08140313080725882,-0.06126330686670385,1.6309900654240892,4.042846622078365,2.3356757215030544,3.1280121272007344,0.387966848139757,111.66446200919997
5197,0.08693710347703175,-0.109103113538649,-0.1134639921550266,-0.04828786436744348,2.1831138961523693,3.816109994891358,2.637396543364543,3.751517287174952,0.3871158176919841,112.88673554383794
5198,0.1264818070849128,-0.1123959387351999,-0.1294751774763989,-0.07321419027289068,2.39084525275143,4.2245819366522905,2.852113393855905,4.860874591020767,0.5828645680459696,121.75141703155714
5199,0.11719912092024,-0.09857981583436608,-0.1336491270652082,-0.06579311548298716,2.384388493554259,4.106760419841827,2.4875335261358185,3.746952523173839,0.4203575339668955,107.14666832296648
5200,0.1386380987253331,-0.1307580187736397,-0.13077012693051,-0.07581883815714965,2.194267835101649,3.758751302010399,2.307152269795411,1.8599578285079696,0.2720681818718178,121.16462092083984
5201,0.1100753276100222,-0.09916046463609872,-0.1125485025743733,-0.06019075967082092,2.261386616382771,4.3742996848339235,2.8479303151154864,3.351282713105274,0.3737714629267163,116.01469754526053
5202,0.07129179509713485,-0.1004483155292901,-0.0758428567486361,-0.04389227221951751,1.7411450905728385,2.9409928868047883,1.78928630085805,3.962413080712855,0.4197362542063875,118.80462072967659
5203,0.07087339485882065,-0.1016221821014726,-0.1315295368196842,-0.04293492749227114,2.545018711729178,2.8818209634733067,1.7429619416433897,4.202110813915022,0.4428920803301238,120.70158106006838
5204,0.07138048475535387,-0.08826517864490012,-0.1172262570941543,-0.032241023732824885,2.034723194057426,3.131725906913926,1.278322459424126,2.571985377633912,0.2516964598225893,120.61857115727275
5205,0.08530149599918935,-0.09829070534229836,-0.1010710195877783,-0.051853187378668036,1.9273431187918,3.077845034115616,2.052795242146741,3.5197507036429334,0.3821445690036424,107.03100397142704
5207,0.1062061533177193,-0.09333940557797328,-0.1073250032617638,-0.05111639123681572,1.960568684215903,4.066621574409886,2.153073881460877,3.95818017560675,0.4272626588462221,114.8464233902243
5208,0.1169302896251244,-0.08458824094711832,-0.1510333509407679,-0.046780413426385135,2.765039392590133,4.583460280982331,1.556550614436425,2.7649354544785267,0.2838061301304761,119.97666591920841
5210,0.09924781741647674,-0.1212992682217657,-0.1122056431531699,-0.07031294677143073,2.141993804319112,3.135757242996001,2.78415949220278,3.1073241847613184,0.4013035118981796,112.56302510455194
5212,0.1239973316155606,-0.1132537017444967,-0.1097231203265024,-0.07309603962162146,1.946393458122044,3.817628083356701,2.512517291892512,3.551937027228852,0.4456522271638627,109.3311457306028
5213,0.123121420555161,-0.11336255851663099,-0.1282183066377391,-0.07353635734614694,2.400091005480394,3.826399018788037,2.56849854106804,4.026332423969942,0.4895591147224527,109.27314839877943
5215,0.06965180505088192,-0.1050825049297925,-0.1133607803722723,-0.03412806521253515,2.13460415823837,3.00056403535917,1.6617961428101102,3.360977595381366,0.342571285576737,117.56756307793822
5219,0.0917818269278998,-0.1142367505411117,-0.1076841531670347,-0.05819475063537865,2.076936220803669,3.2478164480726304,2.320784831556704,2.387346376626187,0.2999809734496304,112.70782453622576
5223,0.1204068794120732,-0.1095704356650444,-0.1209620082793007,-0.0721407476556164,2.11823141101925,3.744837695176857,2.3595943979045484,2.817735893887475,0.3645094410699208,108.64824842166624
5225,0.08931857460417521,-0.09924776212106187,-0.0965981202201056,-0.048443252280636034,1.8962745863185493,3.986411920091704,2.6603015445514457,3.1400305064419616,0.31746039920499103,110.31955727304407
5228,0.1151798220178492,-0.09382971290635347,-0.07422610248234213,-0.061934313565546135,1.6021889363115382,4.206319655189889,2.467213756816056,2.241362803128253,0.2694361160659012,122.15215537608276
5230,0.1595701370349995,-0.1207756886807055,-0.09530531023464732,-0.09600101287214638,1.6835870899256782,5.430093288639162,4.346109251699159,3.895941287443077,0.4909437082291388,119.22949578925959
5231,0.05197204176122504,-0.1087893293215609,-0.11551622829185199,-0.03041375874686447,2.245622571312713,1.958775725337598,1.0262573747239971,2.135582154191199,0.2223703125319287,122.20307613283035
5232,0.1057809965556664,-0.1276343999680681,-0.08941349133421607,-0.08034317915910967,1.812109823768293,3.121936556775577,3.161290566751687,2.688770465715859,0.3629398777810615,115.83039117401556
5233,0.09369268058000872,-0.09200714749454328,-0.1067659188519493,-0.04168418741314649,2.128235014312843,4.014513829580554,1.8003676646957647,4.486968921482256,0.45679437863397493,121.89516660326618
5234,0.1403388487477875,-0.1076303426236807,-0.1036334272458439,-0.06918734006436897,2.153755778508549,4.854583113721015,2.646017867745043,2.8744869333379537,0.3524436796750811,116.54850041338041
5236,0.1254929218704732,-0.1183274524497867,-0.1062537218808255,-0.07886936508341362,1.850322836239261,4.036128218447487,3.308888579165442,3.4494929806901062,0.4378363908448775,111.70340888876177
5238,0.1131074239491586,-0.1135876443669127,-0.1247707555163276,-0.06808650811734394,2.053517099385211,3.757424034657136,2.925716129760142,3.5242401171932323,0.4238770986922684,114.25861764742666
5240,0.1620295029071268,-0.1250645345845365,-0.09651797821425886,-0.08738943758514345,1.793751115771631,5.699025460265987,4.090501475460504,3.736389299613175,0.4664585985862871,121.92715754695654
5241,0.1233767559860533,-0.1169157530243629,-0.1147353308028561,-0.07973630538334776,2.122909102831681,3.2662374918236248,2.243440616045373,4.225110783480228,0.5570025800682338,114.98013135739656
5242,0.1065208799905804,-0.0941215273122624,-0.1456194116201217,-0.0601243924248604,2.414037231598622,3.979595434440037,2.0950718352404563,3.313131308598598,0.3928294582919718,115.58161911423798
5243,0.08924760766819194,-0.09692112858400176,-0.08873923496967723,-0.04933857979199797,1.6277641154810738,3.4434683985679686,2.077103275494085,2.733566775968715,0.2862225618182793,115.26540512581595
5246,0.1330292212352554,-0.10753536051230801,-0.1175672265502922,-0.0652696865962435,2.146176435447345,4.7005789658139525,2.836839088603088,3.756902790006565,0.4360475221860748,110.91732509062342
5247,0.1030827973511029,-0.1211196582569937,-0.1157096724835856,-0.06647292770341795,2.1384391331931005,3.451578824760257,2.815776687028269,2.2626980621795543,0.2853453312914809,111.96639895920912
5248,0.0821388911345219,-0.0976303765364992,-0.1123210330217401,-0.03847092008196956,2.210571230300647,3.400446393843687,1.746036404391197,3.816102177535641,0.3711716191801908,115.76106584812706
5250,0.08883423216839219,-0.09009713216938164,-0.1700201058794467,-0.04737784069541685,2.733410344086112,3.446896991876065,1.7398307806210342,2.153925423168264,0.2150172883675341,112.19798203729373
5251,0.07539545837081899,-0.1024007004689908,-0.09664303613184592,-0.05494633299154855,2.078296601386256,2.506693030147489,1.9342322715751497,4.486959473807773,0.5123638418272841,122.30557252106472
5253,0.1093347840377293,-0.09524311262510178,-0.1029654537161883,-0.0611435186728081,2.086618177079336,4.288173857378295,2.7278983808712263,3.493983814064303,0.3812084411041858,111.20255345389057
5256,0.1239311281772472,-0.1177782488990077,-0.1447375459041929,-0.07946119571528854,2.352060622836599,3.756163159084522,2.898612040405306,2.925801389927291,0.3857471440440322,108.54895680021677
5258,0.1358644909185028,-0.1105358061335298,-0.10834476925500501,-0.07011142648674848,2.291466622804749,4.3998967927377,2.2750973987569294,3.190428076603585,0.4034665785884496,122.14243065745774
5260,0.1622398582239368,-0.09490214773306542,-0.1067035952852088,-0.08549397683469287,1.9950759180626192,5.226963227190617,3.159368961343426,2.5646128437593205,0.3246599414079117,114.21729023576536
5263,0.1550291808986076,-0.1081049912460699,-0.1453751725654203,-0.09001342112779476,2.457899145698046,5.0515967247987685,3.570642125080754,2.950811619126456,0.3698607130445581,110.70982080378462
5265,0.1355617433988945,-0.1292774256901403,-0.1182759730250664,-0.0902654159078706,2.1615775125207333,3.887043394362087,3.327334339835321,2.366974425909794,0.3337596860085953,113.71115520714147
5267,0.07958679251521461,-0.1202995275062551,-0.08629941500798713,-0.03983652579125981,1.7849778367133833,2.916800952841917,1.589238650920175,2.622576299688895,0.302104659185343,113.62291015969022
5268,0.1087525584130042,-0.1191617728306442,-0.08966670621829256,-0.06860958449400556,2.022959206396124,3.623714134810861,2.656391565999513,3.7040222311695694,0.4477570584498209,116.10389852722423
5269,0.1351114222376014,-0.1131535565225062,-0.1131578220303777,-0.08600905422329228,2.062940170840061,3.850890904161452,2.993726454061893,2.8238515714520736,0.3763035058537781,109.11407549300905
5275,0.08993768777378612,-0.10193659870119098,-0.1211584324313437,-0.04164996116850179,2.263277547151046,3.612518395464036,1.837096005705761,2.6145671396301804,0.2689334132213013,112.12064553813379
