Unnamed: 0,had1,had2,z1,z2,conv,UP,DO,ST,UPb,DOb,STb
84,310.0,100.0,0.25,0.439,0.028657675921595308,-0.014541641412235148,-0.007737510172759042,-0.002580137483725485,0.04293120097525845,-0.0039990242684890724,-0.0009788750041316208
85,310.0,100.0,0.25,0.511,0.04228367744126418,-0.015007806035679193,-0.00948936953484448,-0.002640711321041678,0.05232701703806121,-0.004151315832721779,-0.001001856033486497
86,310.0,100.0,0.25,0.583,0.05951379048879476,-0.01451009682387727,-0.011289397750520907,-0.0025177756061401397,0.062168758777961367,-0.0040094765678169424,-0.0009552156125045857
87,310.0,100.0,0.25,0.6559999999999999,0.07966610962142749,-0.013075529842800878,-0.013091613336761154,-0.002230725807922921,0.07220125627320041,-0.0036042831971665767,-0.0008463121629061813
88,310.0,100.0,0.25,0.728,0.10152859467757709,-0.010711058807774107,-0.014751163303615422,-0.0017991416077783077,0.08174084660502712,-0.002941431352009232,-0.0006825739945471459
89,310.0,100.0,0.25,0.8,0.1208756452157743,-0.00818961624114833,-0.016064265630801593,-0.0013534624345976848,0.08966132157689025,-0.0022357202920424233,-0.00051348835270041
90,310.0,100.0,0.35,0.15,-0.0005925995527049945,0.003249261228906933,0.0010774201754823079,0.0009469681282742943,-0.005387195666892242,0.002315913734933087,0.0008515268175087219
91,310.0,100.0,0.35,0.222,-0.004821735332855879,-0.0023352952528921766,-0.0009067175298779933,-0.0006537696064215677,0.0045806499100637795,-0.0016390083004877275,-0.0005878786579170236
92,310.0,100.0,0.35,0.294,-0.004736905189917529,-0.006471716514683073,-0.002917339204171368,-0.0017757477389513676,0.01466014353339727,-0.004545347629661003,-0.0015967768879435633
93,310.0,100.0,0.35,0.36700000000000005,-0.0022829495681028753,-0.008699767924150557,-0.004505350930658307,-0.0024001729780358614,0.022456460329195568,-0.0061389357043331845,-0.0021582686855383896
94,310.0,100.0,0.35,0.439,0.001911306712203838,-0.009868626248246758,-0.005890452183204077,-0.0027021159309722157,0.029223132273868684,-0.006968834999341486,-0.002429779958311243
95,310.0,100.0,0.35,0.511,0.008242604635026213,-0.01038307081266476,-0.007323088373573574,-0.002811339835833254,0.03619174044218506,-0.007334727148799005,-0.0025279956018215326
96,310.0,100.0,0.35,0.583,0.01720632865525855,-0.010210347765197372,-0.00885601297958799,-0.0027286236708475137,0.04367833991915846,-0.007209241974285864,-0.0024536160840491756
97,310.0,100.0,0.35,0.6559999999999999,0.028573601129172368,-0.00933052948318983,-0.010431451677810849,-0.0024601993526286,0.05142684195292517,-0.006590515140310301,-0.0022122452304688804
98,310.0,100.0,0.35,0.728,0.04176367842023561,-0.007720005927267683,-0.011918324279854751,-0.0020118312846704564,0.058830041965409155,-0.005454734419345248,-0.0018090664723023303
99,310.0,100.0,0.35,0.8,0.05398750091766981,-0.005933500179567686,-0.013119268385523216,-0.0015307747784851133,0.06489556369344579,-0.00419336326915151,-0.0013764938190913261
100,310.0,100.0,0.45,0.15,-0.00039099255623495995,0.001024119102540071,0.0006077577277489117,0.0012602116214533545,-0.0016729587938889552,0.0025901993238048584,0.002298466499168914
101,310.0,100.0,0.45,0.222,-0.011351914118312044,-0.000693175500709152,-0.000488264041089704,-0.0008195815849452721,0.0013411108473433458,-0.0017453732467286125,-0.0014948130808062066
102,310.0,100.0,0.45,0.294,-0.0174787402811945,-0.0020048366678598463,-0.0016314086582266524,-0.0023779264300796744,0.004466555033931491,-0.005051826855392258,-0.004337036846814041
103,310.0,100.0,0.45,0.36700000000000005,-0.020844289351520287,-0.0027141622263070053,-0.00253165952082431,-0.0032180778663558687,0.006901289250214843,-0.006843641353399294,-0.005869366733029865
104,310.0,100.0,0.45,0.439,-0.022516549572215546,-0.0031942630408434863,-0.003432658927779912,-0.0037552509273820803,0.009318441740820324,-0.008055868407673167,-0.006849102409170398
105,310.0,100.0,0.45,0.511,-0.022738942982862616,-0.003530266809070049,-0.004482131151143254,-0.0041021571554736656,0.012124019620156381,-0.008904197526024407,-0.007481815463111296
106,310.0,100.0,0.45,0.583,-0.020795825054049102,-0.0036896985574940483,-0.0057608484738203266,-0.004230625639019299,0.015553131597699131,-0.009300643854842054,-0.007716125717517722
107,310.0,100.0,0.45,0.6559999999999999,-0.016272591491892974,-0.0036106658399614406,-0.007266452780785809,-0.0040841080915999806,0.01961134587536136,-0.00910383560531861,-0.007448896254980856
108,310.0,100.0,0.45,0.728,-0.008496217983864442,-0.0031981247384542323,-0.00888782964825046,-0.003575066154740799,0.024017960144136343,-0.00806626504549263,-0.006520468188912436
